+,-,*,/,%,>,<,>=,<=,==,!=,||,&&,IDENTIFIER,LITERAL_INT,LITERAL_FLOAT,LITERAL_STRING,LITERAL_CHAR,null,stonks,not_stonks,[,],",",intijur,flote,bulen,strin,char,array,(,),!,;,=,let,if,{,},else,whil,coll,retun,funkshun,$,program,funcOrStatement,arithmeticOperator,relationalOperator,logicalOperator,operator,functionName,constant,booleanConstant,arrayConstant,commaConst,dataType,arrayType,elementType,varName,term,statement,declarationStatement,declare,letStatement,ifStatement,whileStatement,callStatement,returnStatement,expression,arrayExpression,commaExpr,functionDefinition,statements,parameterList,commaDataID,functionCall,commaTerm
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,86.0,ee,ee,ee,ee,ee,ee,42.0,ee
r50,r50,r50,r50,r50,r50,r50,r50,r50,r50,r50,r50,r50,ee,ee,ee,ee,ee,ee,ee,ee,ee,r50,r50,ee,ee,ee,ee,ee,ee,ee,r50,ee,r50,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,87.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,42.0,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,88.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,42.0,ee
r21,r21,r21,r21,r21,r21,r21,r21,r21,r21,r21,r21,r21,ee,ee,ee,ee,ee,ee,ee,ee,ee,r21,r21,ee,ee,ee,ee,ee,ee,ee,r21,ee,r21,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r22,r22,r22,r22,r22,r22,r22,r22,r22,r22,r22,r22,r22,ee,ee,ee,ee,ee,ee,ee,ee,ee,r22,r22,ee,ee,ee,ee,ee,ee,ee,r22,ee,r22,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r23,r23,r23,r23,r23,r23,r23,r23,r23,r23,r23,r23,r23,ee,ee,ee,ee,ee,ee,ee,ee,ee,r23,r23,ee,ee,ee,ee,ee,ee,ee,r23,ee,r23,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r24,r24,r24,r24,r24,r24,r24,r24,r24,r24,r24,r24,r24,ee,ee,ee,ee,ee,ee,ee,ee,ee,r24,r24,ee,ee,ee,ee,ee,ee,ee,r24,ee,r24,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r25,r25,r25,r25,r25,r25,r25,r25,r25,r25,r25,r25,r25,ee,ee,ee,ee,ee,ee,ee,ee,ee,r25,r25,ee,ee,ee,ee,ee,ee,ee,r25,ee,r25,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r26,r26,r26,r26,r26,r26,r26,r26,r26,r26,r26,r26,r26,ee,ee,ee,ee,ee,ee,ee,ee,ee,r26,r26,ee,ee,ee,ee,ee,ee,ee,r26,ee,r26,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r45,r45,r45,r45,r45,r45,r45,r45,r45,r45,r45,r45,r45,ee,ee,ee,ee,ee,ee,ee,ee,r45,r45,r45,ee,ee,ee,ee,ee,ee,r19,r45,ee,r45,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r27,r27,r27,r27,r27,r27,r27,r27,r27,r27,r27,r27,r27,ee,ee,ee,ee,ee,ee,ee,ee,ee,r27,r27,ee,ee,ee,ee,ee,ee,ee,r27,ee,r27,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r28,r28,r28,r28,r28,r28,r28,r28,r28,r28,r28,r28,r28,ee,ee,ee,ee,ee,ee,ee,ee,ee,r28,r28,ee,ee,ee,ee,ee,ee,ee,r28,ee,r28,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s93,s90,s91,s92,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,89.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s94,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r59,r59,r59,r59,r59,r59,ee,e0,ee,ee,ee,r59,r59,ee,r59,ee,r59,r59,r59,ee,r59,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,95.0,ee,ee,ee,ee,ee,ee,42.0,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s28,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,27.0,ee,ee,ee,96.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,97.0,ee,ee,ee,ee,ee,ee,42.0,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,s38,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,98.0,99.0,ee,ee,ee,ee,ee,42.0,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s100,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s101,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r75,r75,r75,r75,r75,r75,ee,e0,ee,ee,ee,r75,r75,ee,r75,ee,r75,r75,r75,ee,r75,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,s102,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,103.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,42.0,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r76,r76,r76,r76,r76,r76,ee,e0,ee,ee,ee,r76,r76,ee,r76,ee,r76,r76,r76,ee,r76,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r77,r77,r77,r77,r77,r77,ee,e0,ee,ee,ee,r77,r77,ee,r77,ee,r77,r77,r77,ee,r77,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,104.0,ee,ee,ee,ee,ee,ee,42.0,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,105.0,ee,ee,ee,ee,ee,ee,42.0,ee
ee,r18,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r18,r18,r18,r18,r18,r18,r18,r18,ee,ee,ee,ee,ee,ee,ee,ee,ee,r18,e0,r18,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r20,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r20,r20,r20,r20,r20,r20,r20,r20,ee,ee,ee,ee,ee,ee,ee,ee,ee,r20,e0,r20,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r10,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r10,r10,r10,r10,r10,r10,r10,r10,ee,ee,ee,ee,ee,ee,ee,ee,ee,r10,e0,r10,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r11,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r11,r11,r11,r11,r11,r11,r11,r11,ee,ee,ee,ee,ee,ee,ee,ee,ee,r11,e0,r11,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r12,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r12,r12,r12,r12,r12,r12,r12,r12,ee,ee,ee,ee,ee,ee,ee,ee,ee,r12,e0,r12,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r13,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r13,r13,r13,r13,r13,r13,r13,r13,ee,ee,ee,ee,ee,ee,ee,ee,ee,r13,e0,r13,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r14,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r14,r14,r14,r14,r14,r14,r14,r14,ee,ee,ee,ee,ee,ee,ee,ee,ee,r14,e0,r14,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r15,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r15,r15,r15,r15,r15,r15,r15,r15,ee,ee,ee,ee,ee,ee,ee,ee,ee,r15,e0,r15,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r5,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r5,r5,r5,r5,r5,r5,r5,r5,ee,ee,ee,ee,ee,ee,ee,ee,ee,r5,e0,r5,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r6,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r6,r6,r6,r6,r6,r6,r6,r6,ee,ee,ee,ee,ee,ee,ee,ee,ee,r6,e0,r6,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r7,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r7,r7,r7,r7,r7,r7,r7,r7,ee,ee,ee,ee,ee,ee,ee,ee,ee,r7,e0,r7,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r8,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r8,r8,r8,r8,r8,r8,r8,r8,ee,ee,ee,ee,ee,ee,ee,ee,ee,r8,e0,r8,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r9,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r9,r9,r9,r9,r9,r9,r9,r9,ee,ee,ee,ee,ee,ee,ee,ee,ee,r9,e0,r9,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r16,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r16,r16,r16,r16,r16,r16,r16,r16,ee,ee,ee,ee,ee,ee,ee,ee,ee,r16,e0,r16,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,r17,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r17,r17,r17,r17,r17,r17,r17,r17,ee,ee,ee,ee,ee,ee,ee,ee,ee,r17,e0,r17,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
